Product Name,Price (₹),Rating (★),Number of Buyers,Total Sold,Available Stock,Main Category,Sub Category,Discount (%),Seller,Return Policy,Product URL
"Bhalla, Prakash and Bala Consequuntur Pro Kitchenware 3",14680.64,3.3,5206,8868,1072,Home,Kitchenware,43,FashionPlus,TRUE,"https://www.flipkart.com/Bhalla,-Prakash-and-Bala-Consequuntur-Pro-Kitchenware-3-8075"
Raja Group Odio Plus T-Shirts 13,1042.81,3.5,5356,2580,366,Fashion,T-Shirts,26,HomeCare Solutions,FALSE,https://www.flipkart.com/Raja-Group-Odio-Plus-T-Shirts-13-3968
Datta-Dani Iure Pro Smartphones 4,136011.07,3.7,8965,5430,502,Electronics,Smartphones,0,Cloudtail India,FALSE,https://www.flipkart.com/Datta-Dani-Iure-Pro-Smartphones-4-3918
Gara-Prabhu Autem Pro Laptops 6,215552.31,4.1,5328,7296,1997,Electronics,Laptops,32,MobileHub,FALSE,https://www.flipkart.com/Gara-Prabhu-Autem-Pro-Laptops-6-5649
Rajagopal Ltd Quod Ultra Refrigerators 13,76763.56,4,6952,1332,566,Appliances,Refrigerators,45,Flipkart Assured,FALSE,https://www.flipkart.com/Rajagopal-Ltd-Quod-Ultra-Refrigerators-13-2875
Kari-Sarraf In Plus Shoes 10,48194.65,4.4,8442,7015,1533,Fashion,Shoes,53,MobileHub,TRUE,https://www.flipkart.com/Kari-Sarraf-In-Plus-Shoes-10-2388
"Patla, Lalla and Dara Rem Pro Shoes 10",37924.32,4.9,3512,7184,1638,Fashion,Shoes,0,SuperComNet,FALSE,"https://www.flipkart.com/Patla,-Lalla-and-Dara-Rem-Pro-Shoes-10-4408"
Wason-Manda Aperiam Lite Refrigerators 5,70930.47,3.3,1555,5886,2782,Appliances,Refrigerators,35,MobileHub,FALSE,https://www.flipkart.com/Wason-Manda-Aperiam-Lite-Refrigerators-5-3492
"Subramaniam, Dhawan and Bedi Dolorem Plus Headphones 9",4928.11,4.9,2103,9637,3891,Electronics,Headphones,0,FashionPlus,FALSE,"https://www.flipkart.com/Subramaniam,-Dhawan-and-Bedi-Dolorem-Plus-Headphones-9-2889"
Mand-Din Quod Lite Dresses 9,49254.58,3.6,5608,3858,10,Fashion,Dresses,43,RetailNet,TRUE,https://www.flipkart.com/Mand-Din-Quod-Lite-Dresses-9-3293
Bakshi PLC Labore Plus ACs 9,42282.38,3.6,9577,8610,3344,Appliances,ACs,60,SuperComNet,TRUE,https://www.flipkart.com/Bakshi-PLC-Labore-Plus-ACs-9-7102
Kar-Bal Suscipit Lite Washing Machines 10,18006.74,3.6,1084,6136,1941,Appliances,Washing Machines,66,Flipkart Assured,TRUE,https://www.flipkart.com/Kar-Bal-Suscipit-Lite-Washing-Machines-10-2153
Dey-Maharaj Minima Ultra Refrigerators 7,23293.67,4.4,4046,7208,2612,Appliances,Refrigerators,5,MobileHub,FALSE,https://www.flipkart.com/Dey-Maharaj-Minima-Ultra-Refrigerators-7-7685
Date-Chawla Quia Ultra Decor 6,3594.45,3.6,1279,3647,1557,Home,Decor,7,FashionPlus,FALSE,https://www.flipkart.com/Date-Chawla-Quia-Ultra-Decor-6-9966
Vohra Inc Enim Lite Microwaves 7,45889.57,3.3,2876,6080,172,Appliances,Microwaves,0,Cloudtail India,TRUE,https://www.flipkart.com/Vohra-Inc-Enim-Lite-Microwaves-7-6108
Subramanian-Gara Ratione Lite Smartwatches 4,41017.1,3.9,9079,6689,397,Electronics,Smartwatches,43,HomeCare Solutions,TRUE,https://www.flipkart.com/Subramanian-Gara-Ratione-Lite-Smartwatches-4-8297
"Kapadia, Bora and Ravel Tempore Pro Smartwatches 4",30311.36,4.3,4058,9327,3027,Electronics,Smartwatches,0,MobileHub,TRUE,"https://www.flipkart.com/Kapadia,-Bora-and-Ravel-Tempore-Pro-Smartwatches-4-4685"
"Sengupta, Bera and Sanghvi Alias Lite Washing Machines 12",36746.12,4.2,7929,6916,2749,Appliances,Washing Machines,46,Cloudtail India,TRUE,"https://www.flipkart.com/Sengupta,-Bera-and-Sanghvi-Alias-Lite-Washing-Machines-12-5758"
Vohra LLC Consequuntur Pro Microwaves 2,4971.54,3.8,3089,2917,117,Appliances,Microwaves,0,HomeCare Solutions,FALSE,https://www.flipkart.com/Vohra-LLC-Consequuntur-Pro-Microwaves-2-2290
"Ganguly, Vora and Raju Delectus Lite Smartwatches 13",593.12,4.4,2154,2939,1456,Electronics,Smartwatches,7,FashionPlus,FALSE,"https://www.flipkart.com/Ganguly,-Vora-and-Raju-Delectus-Lite-Smartwatches-13-7397"
Mody LLC Est Pro Shoes 10,36728.84,4.6,11,695,143,Fashion,Shoes,8,ElectroWorld,FALSE,https://www.flipkart.com/Mody-LLC-Est-Pro-Shoes-10-9316
"Butala, Pau and Hans Ipsa Pro Headphones 5",45535.61,4.7,2909,5260,900,Electronics,Headphones,41,ElectroWorld,FALSE,"https://www.flipkart.com/Butala,-Pau-and-Hans-Ipsa-Pro-Headphones-5-2899"
Chander PLC Dolores Plus Laptops 15,186808.4,3.1,5252,4922,1027,Electronics,Laptops,18,Cloudtail India,FALSE,https://www.flipkart.com/Chander-PLC-Dolores-Plus-Laptops-15-2440
Sane Inc Ratione Lite T-Shirts 8,782.52,3.3,1354,3613,688,Fashion,T-Shirts,0,SuperComNet,FALSE,https://www.flipkart.com/Sane-Inc-Ratione-Lite-T-Shirts-8-7154
Arya and Sons Eligendi Pro T-Shirts 9,952.78,4.3,2872,9741,4480,Fashion,T-Shirts,68,MobileHub,FALSE,https://www.flipkart.com/Arya-and-Sons-Eligendi-Pro-T-Shirts-9-5392
"Kari, Vyas and Natt Corporis Pro T-Shirts 15",1067.97,3.7,1909,5760,783,Fashion,T-Shirts,0,ElectroWorld,TRUE,"https://www.flipkart.com/Kari,-Vyas-and-Natt-Corporis-Pro-T-Shirts-15-5408"
Sethi-Pant Iusto Pro T-Shirts 2,1137.74,3.6,5746,9197,754,Fashion,T-Shirts,8,SuperComNet,TRUE,https://www.flipkart.com/Sethi-Pant-Iusto-Pro-T-Shirts-2-5267
"Das, Malhotra and Raghavan Quas Pro Microwaves 2",824.79,4.2,265,7394,322,Appliances,Microwaves,0,FashionPlus,FALSE,"https://www.flipkart.com/Das,-Malhotra-and-Raghavan-Quas-Pro-Microwaves-2-6145"
Bhargava-Goswami Beatae Lite Lighting 10,28494.96,3.5,8972,4635,2258,Home,Lighting,0,SuperComNet,FALSE,https://www.flipkart.com/Bhargava-Goswami-Beatae-Lite-Lighting-10-1667
Vala-Khurana Delectus Lite Refrigerators 9,60406.7,3.6,7039,3353,702,Appliances,Refrigerators,6,Cloudtail India,FALSE,https://www.flipkart.com/Vala-Khurana-Delectus-Lite-Refrigerators-9-6896
Deshmukh-Dhingra Necessitatibus Lite Furniture 8,15167.82,3.9,669,9012,2660,Home,Furniture,31,MobileHub,FALSE,https://www.flipkart.com/Deshmukh-Dhingra-Necessitatibus-Lite-Furniture-8-6108
"Chauhan, Venkatesh and Gulati Quaerat Lite Furniture 14",2701.59,3.1,4608,3641,987,Home,Furniture,0,Flipkart Assured,FALSE,"https://www.flipkart.com/Chauhan,-Venkatesh-and-Gulati-Quaerat-Lite-Furniture-14-4750"
"Khare, Oza and Nath Deserunt Plus ACs 11",48794.86,4.3,676,2229,1085,Appliances,ACs,25,Flipkart Assured,FALSE,"https://www.flipkart.com/Khare,-Oza-and-Nath-Deserunt-Plus-ACs-11-2274"
"Venkatesh, Konda and Padmanabhan Earum Ultra Microwaves 12",9733.98,3.8,3109,2959,581,Appliances,Microwaves,13,RetailNet,FALSE,"https://www.flipkart.com/Venkatesh,-Konda-and-Padmanabhan-Earum-Ultra-Microwaves-12-5665"
"Nadkarni, Pant and Boase Consequatur Plus Refrigerators 10",44656.08,3.6,202,415,128,Appliances,Refrigerators,0,Flipkart Assured,TRUE,"https://www.flipkart.com/Nadkarni,-Pant-and-Boase-Consequatur-Plus-Refrigerators-10-6946"
"Mann, Singh and Randhawa Ad Plus Washing Machines 8",36751.57,3.3,3695,2970,1364,Appliances,Washing Machines,26,Flipkart Assured,TRUE,"https://www.flipkart.com/Mann,-Singh-and-Randhawa-Ad-Plus-Washing-Machines-8-4876"
"Vora, Saraf and Jhaveri Fuga Plus Shoes 8",31608.08,4.6,1514,4217,508,Fashion,Shoes,0,MobileHub,TRUE,"https://www.flipkart.com/Vora,-Saraf-and-Jhaveri-Fuga-Plus-Shoes-8-3621"
Borah PLC Impedit Plus Dresses 1,586.53,4.5,5424,1719,499,Fashion,Dresses,9,FashionPlus,FALSE,https://www.flipkart.com/Borah-PLC-Impedit-Plus-Dresses-1-5021
"Ganguly, Roy and Handa Magnam Lite Refrigerators 15",68426.65,4.3,6611,2905,122,Appliances,Refrigerators,22,HomeCare Solutions,TRUE,"https://www.flipkart.com/Ganguly,-Roy-and-Handa-Magnam-Lite-Refrigerators-15-4521"
Padmanabhan-Pillai Odit Plus Dresses 6,12496.07,4.8,484,6892,3179,Fashion,Dresses,51,Cloudtail India,FALSE,https://www.flipkart.com/Padmanabhan-Pillai-Odit-Plus-Dresses-6-5512
Pant LLC Nulla Ultra Lighting 8,13559.67,3.8,9226,859,412,Home,Lighting,0,FashionPlus,TRUE,https://www.flipkart.com/Pant-LLC-Nulla-Ultra-Lighting-8-5862
Pall LLC Placeat Pro Dresses 10,43718.91,4.8,6468,4332,6,Fashion,Dresses,0,RetailNet,TRUE,https://www.flipkart.com/Pall-LLC-Placeat-Pro-Dresses-10-2014
Sarkar LLC Officia Plus Laptops 6,118268.07,4.6,4653,601,77,Electronics,Laptops,29,ElectroWorld,TRUE,https://www.flipkart.com/Sarkar-LLC-Officia-Plus-Laptops-6-3187
Bora-Shan Rerum Lite Decor 6,5641.82,4.4,7418,8922,820,Home,Decor,40,ElectroWorld,FALSE,https://www.flipkart.com/Bora-Shan-Rerum-Lite-Decor-6-6123
"Raval, Guha and Kota Neque Ultra Smartwatches 12",46120.27,4.3,2900,491,83,Electronics,Smartwatches,56,FashionPlus,TRUE,"https://www.flipkart.com/Raval,-Guha-and-Kota-Neque-Ultra-Smartwatches-12-4022"
Bhat-Bansal Error Ultra T-Shirts 6,1037.27,4.3,1857,8022,2709,Fashion,T-Shirts,69,Cloudtail India,TRUE,https://www.flipkart.com/Bhat-Bansal-Error-Ultra-T-Shirts-6-2289
Grover-Dave Voluptas Pro Decor 6,36653.79,4.6,2581,5691,1245,Home,Decor,0,FashionPlus,TRUE,https://www.flipkart.com/Grover-Dave-Voluptas-Pro-Decor-6-9682
"Sachar, Shetty and Bahl Autem Ultra T-Shirts 2",1936.99,4.3,1727,1023,25,Fashion,T-Shirts,0,ElectroWorld,TRUE,"https://www.flipkart.com/Sachar,-Shetty-and-Bahl-Autem-Ultra-T-Shirts-2-1638"
Memon Inc Mollitia Lite Refrigerators 14,65023.94,5,9909,5261,1225,Appliances,Refrigerators,51,Flipkart Assured,TRUE,https://www.flipkart.com/Memon-Inc-Mollitia-Lite-Refrigerators-14-6336
Contractor PLC Rem Plus Furniture 9,28781.06,3.5,5927,9114,907,Home,Furniture,40,HomeCare Solutions,TRUE,https://www.flipkart.com/Contractor-PLC-Rem-Plus-Furniture-9-5453
Gera-Mallick Voluptates Lite Kitchenware 5,6910.05,4.5,102,136,1,Home,Kitchenware,12,SuperComNet,TRUE,https://www.flipkart.com/Gera-Mallick-Voluptates-Lite-Kitchenware-5-6671
"Mittal, Anand and Mammen Repellat Ultra Smartwatches 3",24618.26,3.7,3140,1968,471,Electronics,Smartwatches,21,SuperComNet,TRUE,"https://www.flipkart.com/Mittal,-Anand-and-Mammen-Repellat-Ultra-Smartwatches-3-2173"
Lal Group Illum Plus Decor 6,34246.46,4.2,7166,7358,1785,Home,Decor,68,Flipkart Assured,FALSE,https://www.flipkart.com/Lal-Group-Illum-Plus-Decor-6-5268
Pradhan-Ghosh Vitae Ultra Lighting 4,9342.31,3.2,8070,1921,335,Home,Lighting,33,RetailNet,TRUE,https://www.flipkart.com/Pradhan-Ghosh-Vitae-Ultra-Lighting-4-9414
"Kalla, Mistry and Mall Asperiores Pro Furniture 3",31515.53,3.3,1134,4732,1856,Home,Furniture,28,RetailNet,TRUE,"https://www.flipkart.com/Kalla,-Mistry-and-Mall-Asperiores-Pro-Furniture-3-3232"
Mukherjee-Dash Porro Ultra Laptops 5,91365.98,3.9,7347,7511,1851,Electronics,Laptops,53,RetailNet,FALSE,https://www.flipkart.com/Mukherjee-Dash-Porro-Ultra-Laptops-5-9700
Goswami-Chopra Alias Plus Refrigerators 12,36085.46,4.6,4678,8820,1510,Appliances,Refrigerators,60,SuperComNet,TRUE,https://www.flipkart.com/Goswami-Chopra-Alias-Plus-Refrigerators-12-4509
"Jha, Chowdhury and Hora Necessitatibus Lite Smartphones 9",126522.5,4.4,8635,3389,1510,Electronics,Smartphones,13,MobileHub,TRUE,"https://www.flipkart.com/Jha,-Chowdhury-and-Hora-Necessitatibus-Lite-Smartphones-9-6382"
"Gupta, Ramesh and Sridhar Dolore Pro Furniture 14",38054.63,3.8,4227,9799,3676,Home,Furniture,26,HomeCare Solutions,FALSE,"https://www.flipkart.com/Gupta,-Ramesh-and-Sridhar-Dolore-Pro-Furniture-14-2640"
Nigam Ltd Facere Plus Dresses 7,9206.71,3.3,810,2163,762,Fashion,Dresses,24,ElectroWorld,TRUE,https://www.flipkart.com/Nigam-Ltd-Facere-Plus-Dresses-7-3425
Memon LLC Illo Ultra Jeans 14,34659.21,3,6935,626,81,Fashion,Jeans,41,SuperComNet,TRUE,https://www.flipkart.com/Memon-LLC-Illo-Ultra-Jeans-14-6701
Dasgupta-Puri Quas Pro Laptops 15,221856.87,3.1,3042,5369,379,Electronics,Laptops,0,SuperComNet,TRUE,https://www.flipkart.com/Dasgupta-Puri-Quas-Pro-Laptops-15-6281
Bhasin Ltd Tempore Pro Decor 2,7057.81,4,4500,5066,1990,Home,Decor,31,FashionPlus,FALSE,https://www.flipkart.com/Bhasin-Ltd-Tempore-Pro-Decor-2-9946
Saini Group Dolore Ultra Jeans 11,1042.66,4.2,8590,2239,497,Fashion,Jeans,64,Cloudtail India,TRUE,https://www.flipkart.com/Saini-Group-Dolore-Ultra-Jeans-11-7938
Dhaliwal LLC Dolorum Plus Decor 14,32399.81,3.3,4243,3235,1485,Home,Decor,0,RetailNet,TRUE,https://www.flipkart.com/Dhaliwal-LLC-Dolorum-Plus-Decor-14-9888
Gandhi Ltd Aspernatur Lite Microwaves 4,3677.01,3.1,7787,5908,2567,Appliances,Microwaves,29,MobileHub,FALSE,https://www.flipkart.com/Gandhi-Ltd-Aspernatur-Lite-Microwaves-4-3017
"Bawa, Taneja and Bahl Harum Lite T-Shirts 6",1272.12,3.6,513,6722,492,Fashion,T-Shirts,0,FashionPlus,TRUE,"https://www.flipkart.com/Bawa,-Taneja-and-Bahl-Harum-Lite-T-Shirts-6-1690"
Ben-Balay Recusandae Lite Jeans 13,13283.2,3.4,6335,1050,273,Fashion,Jeans,16,SuperComNet,TRUE,https://www.flipkart.com/Ben-Balay-Recusandae-Lite-Jeans-13-3718
Wason LLC Sapiente Ultra Microwaves 11,18913.1,3.3,3395,7936,2581,Appliances,Microwaves,65,SuperComNet,FALSE,https://www.flipkart.com/Wason-LLC-Sapiente-Ultra-Microwaves-11-8197
Shetty-Sama Provident Lite Laptops 1,215098.84,3.9,4703,2472,794,Electronics,Laptops,14,FashionPlus,TRUE,https://www.flipkart.com/Shetty-Sama-Provident-Lite-Laptops-1-9140
Lalla-Goda Excepturi Plus Dresses 15,24699.24,4.3,3137,3742,242,Fashion,Dresses,61,Cloudtail India,TRUE,https://www.flipkart.com/Lalla-Goda-Excepturi-Plus-Dresses-15-9720
"Verma, Jayaraman and Rai Dolorum Lite Jeans 5",18658.91,4.5,7193,1885,537,Fashion,Jeans,15,ElectroWorld,FALSE,"https://www.flipkart.com/Verma,-Jayaraman-and-Rai-Dolorum-Lite-Jeans-5-2953"
Balasubramanian Inc Eveniet Pro Kitchenware 3,29806.13,3.5,4158,6304,885,Home,Kitchenware,8,FashionPlus,FALSE,https://www.flipkart.com/Balasubramanian-Inc-Eveniet-Pro-Kitchenware-3-8747
"Menon, Sengupta and Chahal Fugiat Ultra Washing Machines 4",21451.91,3.1,8244,5078,1836,Appliances,Washing Machines,0,RetailNet,FALSE,"https://www.flipkart.com/Menon,-Sengupta-and-Chahal-Fugiat-Ultra-Washing-Machines-4-1900"
"Muni, Muni and Gera Molestias Pro Jeans 5",6662.82,4.4,2784,3280,331,Fashion,Jeans,0,RetailNet,TRUE,"https://www.flipkart.com/Muni,-Muni-and-Gera-Molestias-Pro-Jeans-5-3735"
"Pandya, Mukhopadhyay and Baria Quibusdam Pro Microwaves 14",26355.2,5,2670,2729,278,Appliances,Microwaves,50,Flipkart Assured,FALSE,"https://www.flipkart.com/Pandya,-Mukhopadhyay-and-Baria-Quibusdam-Pro-Microwaves-14-4185"
"Natarajan, Sidhu and Vora Eligendi Pro Microwaves 7",49832.14,4.3,7615,4172,1848,Appliances,Microwaves,21,HomeCare Solutions,FALSE,"https://www.flipkart.com/Natarajan,-Sidhu-and-Vora-Eligendi-Pro-Microwaves-7-5858"
Bhandari Ltd Debitis Pro Shoes 3,32003.74,4.4,6124,3304,647,Fashion,Shoes,0,ElectroWorld,TRUE,https://www.flipkart.com/Bhandari-Ltd-Debitis-Pro-Shoes-3-6023
"Anand, Bawa and Chowdhury Incidunt Ultra Shoes 6",26598.77,4.6,2689,5002,846,Fashion,Shoes,48,Flipkart Assured,FALSE,"https://www.flipkart.com/Anand,-Bawa-and-Chowdhury-Incidunt-Ultra-Shoes-6-2704"
Solanki PLC Quibusdam Plus Washing Machines 1,12570.02,4.9,1551,8049,1281,Appliances,Washing Machines,0,HomeCare Solutions,TRUE,https://www.flipkart.com/Solanki-PLC-Quibusdam-Plus-Washing-Machines-1-4052
Sibal-Savant Placeat Lite Headphones 6,35642.58,3.8,6662,3149,1182,Electronics,Headphones,27,Cloudtail India,TRUE,https://www.flipkart.com/Sibal-Savant-Placeat-Lite-Headphones-6-2366
Kar-Sagar Optio Pro Furniture 13,27204.66,3.1,5772,3818,1245,Home,Furniture,13,ElectroWorld,TRUE,https://www.flipkart.com/Kar-Sagar-Optio-Pro-Furniture-13-1816
Lata and Sons Repellendus Lite Headphones 11,19362.7,5,952,9781,716,Electronics,Headphones,0,HomeCare Solutions,TRUE,https://www.flipkart.com/Lata-and-Sons-Repellendus-Lite-Headphones-11-7022
"Wadhwa, Sibal and Shan Ratione Lite Smartwatches 5",23442.67,3.6,6455,1183,171,Electronics,Smartwatches,26,MobileHub,FALSE,"https://www.flipkart.com/Wadhwa,-Sibal-and-Shan-Ratione-Lite-Smartwatches-5-3549"
Swaminathan-Kannan Corporis Ultra Smartwatches 13,8161.28,3.5,3470,7559,1183,Electronics,Smartwatches,0,FashionPlus,TRUE,https://www.flipkart.com/Swaminathan-Kannan-Corporis-Ultra-Smartwatches-13-2807
Goswami Ltd Architecto Ultra Microwaves 10,6825.27,4.8,6941,3322,394,Appliances,Microwaves,51,Flipkart Assured,TRUE,https://www.flipkart.com/Goswami-Ltd-Architecto-Ultra-Microwaves-10-2864
Salvi LLC Soluta Plus Dresses 4,1992.4,4.6,1934,363,124,Fashion,Dresses,19,RetailNet,FALSE,https://www.flipkart.com/Salvi-LLC-Soluta-Plus-Dresses-4-3964
"Bumb, Som and Rastogi Cumque Ultra Lighting 6",32866.25,3.3,5463,1804,315,Home,Lighting,0,MobileHub,FALSE,"https://www.flipkart.com/Bumb,-Som-and-Rastogi-Cumque-Ultra-Lighting-6-6522"
"Gade, Dubey and Sura Illum Plus Refrigerators 10",44855.84,4.9,9003,5407,1470,Appliances,Refrigerators,0,SuperComNet,FALSE,"https://www.flipkart.com/Gade,-Dubey-and-Sura-Illum-Plus-Refrigerators-10-8012"
Goswami-Sengupta Et Ultra Microwaves 4,48561.65,3.3,1477,4101,783,Appliances,Microwaves,46,RetailNet,TRUE,https://www.flipkart.com/Goswami-Sengupta-Et-Ultra-Microwaves-4-5635
"Andra, Mitter and Ranganathan Quia Ultra T-Shirts 10",1876.09,3.3,6198,3515,835,Fashion,T-Shirts,45,ElectroWorld,FALSE,"https://www.flipkart.com/Andra,-Mitter-and-Ranganathan-Quia-Ultra-T-Shirts-10-5742"
Sharma-Sandal Labore Pro Kitchenware 10,35911.15,4.6,7974,4966,1489,Home,Kitchenware,38,RetailNet,TRUE,https://www.flipkart.com/Sharma-Sandal-Labore-Pro-Kitchenware-10-9503
Basu-Sura Dignissimos Pro T-Shirts 2,547.04,4.3,918,9576,655,Fashion,T-Shirts,61,ElectroWorld,FALSE,https://www.flipkart.com/Basu-Sura-Dignissimos-Pro-T-Shirts-2-8592
Dhillon-Narayan Eaque Ultra Kitchenware 5,39370.05,4.6,2244,7841,1072,Home,Kitchenware,35,Cloudtail India,FALSE,https://www.flipkart.com/Dhillon-Narayan-Eaque-Ultra-Kitchenware-5-7655
Dave-Kannan Vel Lite Furniture 2,40446.7,4.6,4412,9666,2386,Home,Furniture,0,Cloudtail India,FALSE,https://www.flipkart.com/Dave-Kannan-Vel-Lite-Furniture-2-7194
"Patla, Bhatti and Dhawan Debitis Plus Washing Machines 9",23401.17,3.9,2615,8811,743,Appliances,Washing Machines,51,MobileHub,TRUE,"https://www.flipkart.com/Patla,-Bhatti-and-Dhawan-Debitis-Plus-Washing-Machines-9-5313"
"Pingle, Keer and Balan Debitis Lite Lighting 12",6631.51,4.4,6046,6713,473,Home,Lighting,0,ElectroWorld,FALSE,"https://www.flipkart.com/Pingle,-Keer-and-Balan-Debitis-Lite-Lighting-12-5604"
Borah LLC Tempora Plus Headphones 5,24256.31,3.5,2153,5362,1648,Electronics,Headphones,45,MobileHub,TRUE,https://www.flipkart.com/Borah-LLC-Tempora-Plus-Headphones-5-2992
Kala PLC Autem Pro Furniture 13,9414.61,3.5,5819,5374,283,Home,Furniture,0,SuperComNet,FALSE,https://www.flipkart.com/Kala-PLC-Autem-Pro-Furniture-13-2009
Kothari-Borah Consequuntur Plus Decor 15,47581.1,5,820,8508,3099,Home,Decor,0,Flipkart Assured,TRUE,https://www.flipkart.com/Kothari-Borah-Consequuntur-Plus-Decor-15-2547
Gulati Ltd Ratione Pro Shoes 4,44430.69,4.2,3127,8392,1152,Fashion,Shoes,67,Flipkart Assured,FALSE,https://www.flipkart.com/Gulati-Ltd-Ratione-Pro-Shoes-4-3560
Anne-Gala Officiis Lite Shoes 8,18475.54,3.1,8137,1243,242,Fashion,Shoes,0,FashionPlus,TRUE,https://www.flipkart.com/Anne-Gala-Officiis-Lite-Shoes-8-5773
Mangal-Som Corrupti Ultra Microwaves 13,34062.32,4.9,6100,2246,827,Appliances,Microwaves,63,ElectroWorld,TRUE,https://www.flipkart.com/Mangal-Som-Corrupti-Ultra-Microwaves-13-1642
"Mukherjee, Malhotra and Gandhi Veritatis Ultra Laptops 9",247883.25,3.8,963,7169,897,Electronics,Laptops,0,MobileHub,TRUE,"https://www.flipkart.com/Mukherjee,-Malhotra-and-Gandhi-Veritatis-Ultra-Laptops-9-2812"
"Chana, Taneja and Krishnan Facilis Lite Smartphones 7",66604.62,3.9,8084,530,12,Electronics,Smartphones,27,HomeCare Solutions,TRUE,"https://www.flipkart.com/Chana,-Taneja-and-Krishnan-Facilis-Lite-Smartphones-7-3373"
"Devan, Buch and Ghosh Eligendi Pro Headphones 3",37270.06,5,8230,6691,1472,Electronics,Headphones,30,Cloudtail India,FALSE,"https://www.flipkart.com/Devan,-Buch-and-Ghosh-Eligendi-Pro-Headphones-3-8327"
Nori-Khatri Dicta Pro Furniture 4,18859.4,4.9,4922,3003,463,Home,Furniture,65,Cloudtail India,TRUE,https://www.flipkart.com/Nori-Khatri-Dicta-Pro-Furniture-4-4472
Raman-Butala Natus Lite Dresses 12,11073.16,3.1,706,3249,297,Fashion,Dresses,36,ElectroWorld,FALSE,https://www.flipkart.com/Raman-Butala-Natus-Lite-Dresses-12-6692
"Samra, Bhattacharyya and Barad Laboriosam Lite Washing Machines 6",35185.76,4.1,4432,3001,896,Appliances,Washing Machines,0,FashionPlus,FALSE,"https://www.flipkart.com/Samra,-Bhattacharyya-and-Barad-Laboriosam-Lite-Washing-Machines-6-5759"
Dyal-Varkey Inventore Pro Lighting 6,42177.36,4.7,6533,9642,4614,Home,Lighting,20,SuperComNet,TRUE,https://www.flipkart.com/Dyal-Varkey-Inventore-Pro-Lighting-6-2167
Pathak LLC In Ultra T-Shirts 12,1235.91,4.8,5291,3061,120,Fashion,T-Shirts,0,Flipkart Assured,TRUE,https://www.flipkart.com/Pathak-LLC-In-Ultra-T-Shirts-12-7223
Patil-Varty Aspernatur Plus Washing Machines 15,24984.31,3.7,8331,4942,749,Appliances,Washing Machines,0,ElectroWorld,TRUE,https://www.flipkart.com/Patil-Varty-Aspernatur-Plus-Washing-Machines-15-4810
Chacko-Prasad Corporis Pro Kitchenware 6,14286.92,3,7293,2548,889,Home,Kitchenware,7,Flipkart Assured,TRUE,https://www.flipkart.com/Chacko-Prasad-Corporis-Pro-Kitchenware-6-1225
Dutt and Sons Veritatis Plus Decor 10,3483.77,4.2,4155,2191,649,Home,Decor,0,MobileHub,TRUE,https://www.flipkart.com/Dutt-and-Sons-Veritatis-Plus-Decor-10-7136
"Dugar, Tella and Dhaliwal Non Ultra Decor 14",32486.35,4.7,1943,7286,1591,Home,Decor,0,MobileHub,TRUE,"https://www.flipkart.com/Dugar,-Tella-and-Dhaliwal-Non-Ultra-Decor-14-7509"
Sarin-Das Dicta Plus Dresses 3,18847.56,4.1,357,5046,68,Fashion,Dresses,0,MobileHub,TRUE,https://www.flipkart.com/Sarin-Das-Dicta-Plus-Dresses-3-4342
Dave Inc Molestias Plus Furniture 13,47485.56,3.4,8094,4945,278,Home,Furniture,0,Cloudtail India,TRUE,https://www.flipkart.com/Dave-Inc-Molestias-Plus-Furniture-13-9105
Padmanabhan Ltd Recusandae Plus Headphones 3,4441.43,3.9,3661,4557,3,Electronics,Headphones,0,FashionPlus,FALSE,https://www.flipkart.com/Padmanabhan-Ltd-Recusandae-Plus-Headphones-3-4655
Ratti Ltd Perferendis Lite Dresses 7,14322.69,3.8,4898,8607,1368,Fashion,Dresses,51,FashionPlus,TRUE,https://www.flipkart.com/Ratti-Ltd-Perferendis-Lite-Dresses-7-7762
Yohannan-Mahajan Mollitia Lite Decor 4,22854.02,5,1648,6735,2505,Home,Decor,0,HomeCare Solutions,FALSE,https://www.flipkart.com/Yohannan-Mahajan-Mollitia-Lite-Decor-4-2922
Basak PLC Vero Plus Furniture 14,10864.75,3.9,221,549,152,Home,Furniture,64,RetailNet,TRUE,https://www.flipkart.com/Basak-PLC-Vero-Plus-Furniture-14-7190
